"No.","Time","Source","Destination","Protocol","Length","Info"
"576887","9501.365242","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","178","Standard query response 0x1942 AAAA api.iterable.com SOA ns-1028.awsdns-00.org"
"576889","9501.389751","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x67a2 A applet-bundles.grammarly.net A 18.161.229.44 A 18.161.229.87 A 18.161.229.94 A 18.161.229.112"
"576890","9501.396159","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xe05b A applet-bundles.grammarly.net A 18.161.229.87 A 18.161.229.94 A 18.161.229.112 A 18.161.229.44"
"576891","9501.399262","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x6583 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"576892","9501.400178","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0xdb06 HTTPS applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"576893","9501.408785","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0xa471 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"576949","9507.390962","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","114","Standard query 0xf5ca AAAA edge-consumer-static.azureedge.net"
"576950","9507.391508","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","114","Standard query 0xb156 A edge-consumer-static.azureedge.net"
"576951","9507.391748","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","114","Standard query 0xa126 HTTPS edge-consumer-static.azureedge.net"
"576952","9507.394474","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","315","Standard query response 0xa126 HTTPS edge-consumer-static.azureedge.net CNAME edge-consumer-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"576953","9507.427214","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","297","Standard query response 0xf5ca AAAA edge-consumer-static.azureedge.net CNAME edge-consumer-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net AAAA 2620:1ec:bdf::58"
"576954","9507.427214","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","285","Standard query response 0xb156 A edge-consumer-static.azureedge.net CNAME edge-consumer-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net A 13.107.246.58"
"577045","9537.577448","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xd406 AAAA static.edge.microsoftapp.net"
"577046","9537.577872","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0x9c64 A static.edge.microsoftapp.net"
"577047","9537.578127","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","108","Standard query 0xd547 HTTPS static.edge.microsoftapp.net"
"577048","9537.603700","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","366","Standard query response 0xd547 HTTPS static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net SOA ns1.t-msedge.net"
"577049","9537.603700","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","418","Standard query response 0x9c64 A static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME azurefd-t-fb-prod.trafficmanager.net CNAME dual.s-part-0030.t-0009.fb-t-msedge.net CNAME s-part-0030.t-0009.fb-t-msedge.net A 13.107.253.58"
"577050","9537.634274","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","348","Standard query response 0xd406 AAAA static.edge.microsoftapp.net CNAME edge-cloud-resource-static.azureedge.net CNAME edge-cloud-resource-static.afd.azureedge.net CNAME azureedge-t-prod.trafficmanager.net CNAME shed.dual-low.s-part-0030.t-0009.t-msedge.net CNAME s-part-0030.t-0009.t-msedge.net AAAA 2620:1ec:bdf::58"
"577129","9538.717055","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x7018 A win-extension.femetrics.grammarly.io"
"577130","9538.717131","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0xf49f AAAA win-extension.femetrics.grammarly.io"
"577131","9538.719497","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","244","Standard query response 0x7018 A win-extension.femetrics.grammarly.io A 44.205.114.80 A 52.3.198.14 A 54.209.138.228 A 52.20.107.213 A 18.232.210.255 A 54.83.202.250 A 3.210.157.84 A 3.223.23.200"
"577132","9538.719497","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","203","Standard query response 0xf49f AAAA win-extension.femetrics.grammarly.io SOA ns-1688.awsdns-19.co.uk"
"577153","9541.544438","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x18f0 AAAA functional.events.data.microsoft.com"
"577154","9541.544749","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0xe0f0 A functional.events.data.microsoft.com"
"577155","9541.544925","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x5d32 HTTPS functional.events.data.microsoft.com"
"577156","9541.547647","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","288","Standard query response 0x18f0 AAAA functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdeus15.eastus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"577157","9541.547647","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","243","Standard query response 0xe0f0 A functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdeus15.eastus.cloudapp.azure.com A 20.42.73.28"
"577158","9541.547647","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","288","Standard query response 0x5d32 HTTPS functional.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdeus15.eastus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"577186","9542.545580","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0x48fd A msedge.b.tlu.dl.delivery.mp.microsoft.com"
"577187","9542.545914","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0x0ebb AAAA msedge.b.tlu.dl.delivery.mp.microsoft.com"
"577188","9542.553584","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","284","Standard query response 0x48fd A msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME fg.microsoft.map.fastly.net A 151.101.38.172"
"577189","9542.553584","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","296","Standard query response 0x0ebb AAAA msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME fg.microsoft.map.fastly.net AAAA 2a04:4e42:9::684"
"577299","9572.468267","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","110","Standard query 0xf059 A self.events.data.microsoft.com"
"577300","9572.468526","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","110","Standard query 0x3512 AAAA self.events.data.microsoft.com"
"577301","9572.471653","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","231","Standard query response 0xf059 A self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdcus22.centralus.cloudapp.azure.com A 52.182.143.215"
"577302","9572.471689","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","276","Standard query response 0x3512 AAAA self.events.data.microsoft.com CNAME self-events-data.trafficmanager.net CNAME onedscolprdcus22.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"577824","9583.577575","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x8adb A auth.grammarly.com"
"577825","9583.577652","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xa0de AAAA auth.grammarly.com"
"577826","9583.583731","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","194","Standard query response 0x8adb A auth.grammarly.com A 18.213.228.57 A 54.91.77.195 A 3.225.184.180 A 3.223.236.129 A 35.170.166.75 A 44.218.152.248"
"577827","9583.584990","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","175","Standard query response 0xa0de AAAA auth.grammarly.com SOA ns-29.awsdns-03.com"
"578171","9583.938608","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xab55 A gnar.grammarly.com"
"578172","9583.938735","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0xec8d AAAA gnar.grammarly.com"
"578173","9583.941368","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","226","Standard query response 0xab55 A gnar.grammarly.com A 3.220.101.214 A 52.73.153.245 A 3.218.111.120 A 35.171.12.215 A 52.206.200.10 A 44.198.110.12 A 52.72.179.104 A 75.101.238.2"
"578174","9583.942124","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","180","Standard query response 0xec8d AAAA gnar.grammarly.com SOA ns-1139.awsdns-14.org"
"578573","9585.025060","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x6f4b A treatment.grammarly.com"
"578574","9585.025215","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0xf2a8 AAAA treatment.grammarly.com"
"578636","9585.038590","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","296","Standard query response 0x6f4b A treatment.grammarly.com CNAME public-treatment.prod-experimentation.grammarlyaws.com A 34.205.121.66 A 3.236.1.89 A 54.81.131.76 A 52.70.255.180 A 34.206.55.102 A 44.198.145.57 A 3.226.68.171 A 3.213.234.112"
"578637","9585.038590","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","252","Standard query response 0xf2a8 AAAA treatment.grammarly.com CNAME public-treatment.prod-experimentation.grammarlyaws.com SOA ns-2022.awsdns-60.co.uk"
"579244","9586.092201","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x7983 AAAA applet-bundles.grammarly.net"
"579245","9586.092583","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x7fcc A applet-bundles.grammarly.net"
"579246","9586.092997","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x8238 HTTPS applet-bundles.grammarly.net"
"579247","9586.097085","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x4f9e AAAA applet-bundles.grammarly.net"
"579248","9586.097473","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x8aa8 A applet-bundles.grammarly.net"
"579251","9586.123868","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x7fcc A applet-bundles.grammarly.net A 18.161.229.94 A 18.161.229.44 A 18.161.229.87 A 18.161.229.112"
"579252","9586.125642","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x8238 HTTPS applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"579253","9586.125642","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0x8aa8 A applet-bundles.grammarly.net A 18.161.229.87 A 18.161.229.112 A 18.161.229.94 A 18.161.229.44"
"579254","9586.131761","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x7983 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"579255","9586.134244","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x4f9e AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"580403","9586.683817","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0x55c7 A gates.grammarly.com"
"580404","9586.684006","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","99","Standard query 0xde68 AAAA gates.grammarly.com"
"580411","9586.686665","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","227","Standard query response 0x55c7 A gates.grammarly.com A 44.198.145.57 A 52.70.255.180 A 3.213.234.112 A 34.206.55.102 A 3.236.1.89 A 3.227.146.146 A 54.81.131.76 A 34.205.121.66"
"580414","9586.688020","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","177","Standard query response 0xde68 AAAA gates.grammarly.com SOA ns-422.awsdns-52.com"
"583159","9591.200153","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x7e11 AAAA edge.microsoft.com"
"583160","9591.200291","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x5df8 A edge.microsoft.com"
"583161","9591.201694","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","98","Standard query 0x223b HTTPS edge.microsoft.com"
"583166","9591.229606","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","202","Standard query response 0x223b HTTPS edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net SOA ns1.a-msedge.net"
"583167","9591.239293","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","225","Standard query response 0x7e11 AAAA edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net CNAME dual-a-0036.a-msedge.net AAAA 2620:1ec:12::239 AAAA 2620:1ec:c11::239"
"583168","9591.239293","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","201","Standard query response 0x5df8 A edge.microsoft.com CNAME edge-microsoft-com.dual-a-0036.a-msedge.net CNAME dual-a-0036.a-msedge.net A 13.107.21.239 A 204.79.197.239"
"583185","9591.887285","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","121","Standard query 0x3433 A msedge.b.tlu.dl.delivery.mp.microsoft.com"
"583187","9591.908262","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","284","Standard query response 0x3433 A msedge.b.tlu.dl.delivery.mp.microsoft.com CNAME star.b.tlu.dl.delivery.mp.microsoft.com.delivery.microsoft.com CNAME cdp-f-tlu-net.trafficmanager.net CNAME fg.microsoft.map.fastly.net A 151.101.38.172"
"583201","9593.451522","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x3b09 A in.grammarly.com"
"583202","9593.452105","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","96","Standard query 0x4d66 AAAA in.grammarly.com"
"583204","9593.471408","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","192","Standard query response 0x3b09 A in.grammarly.com A 23.22.191.96 A 52.203.239.42 A 54.152.194.244 A 52.5.83.208 A 54.147.138.158 A 34.195.39.242"
"583205","9593.471408","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","178","Standard query response 0x4d66 AAAA in.grammarly.com SOA ns-1214.awsdns-23.org"
"583344","9611.961283","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0x6a76 AAAA applet-bundles.grammarly.net"
"583345","9611.961633","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:38:1::2","DNS","108","Standard query 0xbbfc A applet-bundles.grammarly.net"
"583346","9611.996321","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","172","Standard query response 0xbbfc A applet-bundles.grammarly.net A 18.161.229.94 A 18.161.229.87 A 18.161.229.112 A 18.161.229.44"
"583347","9611.999546","2406:7400:38:1::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","193","Standard query response 0x6a76 AAAA applet-bundles.grammarly.net SOA ns-1253.awsdns-28.org"
"583417","9622.336116","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x184e AAAA mobile.events.data.microsoft.com"
"583418","9622.336524","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0xed05 A mobile.events.data.microsoft.com"
"583419","9622.336743","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x6190 HTTPS mobile.events.data.microsoft.com"
"583420","9622.353481","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0x184e AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"583421","9622.353481","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0xed05 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com A 104.208.16.92"
"583422","9622.353481","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0x6190 HTTPS mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"583424","9622.402618","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x3c65 A mobile.events.data.microsoft.com"
"583425","9622.403082","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x40aa AAAA mobile.events.data.microsoft.com"
"583426","9622.405731","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0x3c65 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com A 104.208.16.92"
"583427","9622.406462","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0x40aa AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"583501","9625.557462","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0xb95c A mobile.events.data.microsoft.com"
"583502","9625.584368","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0xb95c A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com A 104.208.16.92"
"583546","9633.529048","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x0ede AAAA mobile.events.data.microsoft.com"
"583547","9633.552868","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0x0ede AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"583575","9638.550059","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0xc737 A mobile.events.data.microsoft.com"
"583576","9638.550232","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x7a76 AAAA mobile.events.data.microsoft.com"
"583577","9638.553041","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0xc737 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com A 104.208.16.92"
"583578","9638.553041","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0x7a76 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus23.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"583636","9643.578633","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0x0f69 A win-extension.femetrics.grammarly.io"
"583637","9643.578716","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","116","Standard query 0xa0da AAAA win-extension.femetrics.grammarly.io"
"583638","9643.582129","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","244","Standard query response 0x0f69 A win-extension.femetrics.grammarly.io A 18.232.210.255 A 44.205.114.80 A 52.20.107.213 A 34.237.86.124 A 54.83.202.250 A 52.3.198.14 A 3.223.23.200 A 3.210.157.84"
"583639","9643.582174","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","203","Standard query response 0xa0da AAAA win-extension.femetrics.grammarly.io SOA ns-1688.awsdns-19.co.uk"
"583693","9650.657400","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x56c4 A mobile.events.data.microsoft.com"
"583694","9650.657474","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","112","Standard query 0x1ddc AAAA mobile.events.data.microsoft.com"
"583697","9650.682413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","235","Standard query response 0x56c4 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus08.centralus.cloudapp.azure.com A 104.208.16.88"
"583698","9650.682413","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","280","Standard query response 0x1ddc AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus08.centralus.cloudapp.azure.com SOA ns1-201.azure-dns.com"
"583786","9671.615406","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","107","Standard query 0x2f20 A roaming.officeapps.live.com"
"583787","9671.615466","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","107","Standard query 0x47ac AAAA roaming.officeapps.live.com"
"583788","9671.617975","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","284","Standard query response 0x2f20 A roaming.officeapps.live.com CNAME prod.roaming1.live.com.akadns.net CNAME asia.roaming1.live.com.akadns.net CNAME inc-azsc-000.roaming.officeapps.live.com CNAME osiprod-inc-buff-azsc-000.centralindia.cloudapp.azure.com A 52.109.56.129"
"583789","9671.617975","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","296","Standard query response 0x47ac AAAA roaming.officeapps.live.com CNAME prod.roaming1.live.com.akadns.net CNAME asia.roaming1.live.com.akadns.net CNAME inc-azsc-000.roaming.officeapps.live.com CNAME osiprod-inc-buff-azsc-000.centralindia.cloudapp.azure.com AAAA 2603:1046:1400::7"
"583875","9672.919389","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x1b17 A substrate.office.com"
"583876","9672.919458","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","100","Standard query 0x0cc5 AAAA substrate.office.com"
"583877","9672.948395","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","286","Standard query response 0x1b17 A substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com A 40.99.34.162 A 40.99.34.146 A 40.99.8.226 A 52.98.86.162 A 40.99.60.226 A 40.100.137.242 A 40.99.34.226 A 40.99.71.210"
"583878","9672.948395","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","382","Standard query response 0x0cc5 AAAA substrate.office.com CNAME outlook.office365.com CNAME ooc-g2.tm-4.office.com AAAA 2603:1046:c06:d::2 AAAA 2603:1046:c06:803::2 AAAA 2603:1046:c06:894::2 AAAA 2603:1046:c06:897::2 AAAA 2603:1046:c06:8a0::2 AAAA 2603:1046:c06:906::2 AAAA 2603:1046:700:48::2 AAAA 2603:1046:700:5c::2"
"583939","9673.620849","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0xfb14 A odc.officeapps.live.com"
"583940","9673.620907","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","103","Standard query 0x1fc6 AAAA odc.officeapps.live.com"
"583941","9673.633282","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","277","Standard query response 0xfb14 A odc.officeapps.live.com CNAME prod.odcsm1.live.com.akadns.net CNAME asia.odcsm1.live.com.akadns.net CNAME jpe-azsc-000.odc.officeapps.live.com CNAME osiprod-jpe-bronze-azsc-000.japaneast.cloudapp.azure.com A 52.109.52.84"
"583942","9673.633282","2406:7400:48:10::2","2406:7400:ff03:205c:d7a:2da7:512d:259b","DNS","289","Standard query response 0x1fc6 AAAA odc.officeapps.live.com CNAME prod.odcsm1.live.com.akadns.net CNAME asia.odcsm1.live.com.akadns.net CNAME jpe-azsc-000.odc.officeapps.live.com CNAME osiprod-jpe-bronze-azsc-000.japaneast.cloudapp.azure.com AAAA 2603:1046:1402::5"
"583960","9674.813405","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","104","Standard query 0x9da6 A ocws.officeapps.live.com"
"583961","9674.813516","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","104","Standard query 0xb2fb AAAA ocws.officeapps.live.com"
"583962","9674.814225","2406:7400:ff03:205c:d7a:2da7:512d:259b","2406:7400:48:10::2","DNS","111","Standard query 0x0931 A messaging.engagement.office.com"
